'TITLE',"'AUTHOR (first, last)'","'AUTHOR (last, first)'",'DATE','LCC','DDC','ISBNs',"'PUBLICATION INFO'",'COMMENT','RATINGS','REVIEWS',"'ENTRY DATE'",'COPIES','SUBJECTS','COLLECTIONS','TAGS'
"After Dark","Haruki Murakami","Murakami, Haruki",2007,,,[0307265838],"Knopf (2007), Edition: First Edition, Hardcover, 208 pages",,0,,"2014-07-27 20:19:39",1,"Japanese literature > Translations into English
Magic realism (Literature)
Models (Persons) > Fiction > 
Models (Persons) > Fiction
Sisters > Fiction > 
Sisters > Fiction
Students > Fiction > 
Students > Fiction
Tokyo (Japan) > Fiction > 
Tokyo (Japan) > Fiction","Your library","magical realism,translation,japan,novel"
"The Tao of Pooh","Benjamin Hoff","Hoff, Benjamin",1983,,,[0140067477],"Penguin Books (1983), Edition: 1, Paperback, 176 pages",,0,,"2014-07-27 20:19:39",1,"Children > Books and reading > Great Britain > History > 20th century > 
Children > Great Britain > History
Children's stories, English > History and criticism > 
Children's stories, English > History and criticism
Children\'s stories, English > History and criticism > 
Milne, A. A. (Alan Alexander), 1882-1956 > Characters > Winnie the Pooh > 
Milne, A. A. (Alan Alexander), 1882-1956 > Characters > Winnie-the-Pooh > 
Milne, A. A. (Alan Alexander), 1882-1956 > Religion > 
Taoism > 
Taoism
Taoism in literature > 
Taoism in literature
Teddy bears in literature > 
Teddy bears in literature
Winnie-the-Pooh (Fictitious character) > 
Winnie-the-Pooh (Fictitious character)","Your library","taoism,anthropomorphism,philosophy,RECOMMENDER:Julia"
"Lao Tzu: Te-Tao Ching - A New Translation Based on the Recently Discovered Ma-wang-tui Texts (Classics of Ancient China)","Lao Tzu","Tzu, Lao",1992,,,[0345370996],"Ballantine Books (1992), Edition: Reprint, Paperback, 320 pages",,0,,"2014-07-27 20:19:39",1,"Chinese language materials > Bilingual > 
Lao-tzu. Tao te ching > 
Laozi. Dao de jing > 
Peace > 
Philosophy, Chinese
Philosophy, Taoist
Tao
Taoism > 
Taoism > Sacred books > 
Taoism > Sacred books
Taoism","Your library","taoism,philosophy,nonfiction,RECOMMENDER:Dad"
"Three Books of Occult Philosophy (Llewellyn's Sourcebook)","Henry Cornelius Agrippa","Agrippa, Henry Cornelius",1992,,,[0875428320],"Llewellyn Publications (1992), Edition: New edition, Paperback, 1024 pages",,0,,"2014-07-27 20:19:40",1,"Magic > Early works to 1800 > 
Magic > Early works to 1800
Occultism > Early works to 1800 > 
Occultism > Early works to 1900 > 
Occultism > Early works to 1900","Your library","occult,grimoire,nonfiction,primary source"
"Pattern Design (Dover Art Instruction)","Archibald H. Christie","Christie, Archibald H.",2011,,,[0486222217],"Dover Publications (2011), Edition: 2nd, Paperback, 400 pages",,0,,"2014-07-27 20:19:40",1,"Design > 
Design
Pattern perception > 
Pattern perception","Your library","art,nonfiction"
"Santeria: the Religion: Faith, Rites, Magic (Llewellyn's World Religion & Magick)","Migene GonzÃ¡lez-Wippler","GonzÃ¡lez-Wippler, Migene",2002,,,[1567183298],"Llewellyn Publications (2002), Edition: 2, Paperback, 384 pages",,0,,"2014-07-27 20:19:40",1,"Santeria > 
Santeria","Your library","religion,nonfiction"
"The Dispossessed: A Novel (Perennial Classics)","Ursula K. Le Guin","Guin, Ursula K. Le",2014,,,[006051275X],"Harper Perennial Modern Classics (2014), Edition: Reprint, Paperback, 400 pages",,0,,"2014-07-27 20:19:40",1,"Anarchism > Fiction > 
Anarchism > Fiction
Communal living > Fiction > 
Communal living > Fiction
Fiction in English > 
Life on other planets > Fiction > 
Life on other planets > Fiction
Physicists > Fiction > 
Physicists > Fiction
Science fiction > 
Science fiction
Sex role > Fiction > 
Utopian fiction > 
Utopian fiction
Utopias > Fiction > 
Utopias > Fiction","Your library","planet,utopia,anarchism,novel"
"The Golden Age (The Golden Age, Book 1)","John C. Wright","Wright, John C.",2003,,,[0812579844],"Tor Science Fiction (2003), Edition: 1st, Mass Market Paperback, 407 pages",,0,,"2014-07-27 20:19:41",1,"Science fiction > 
Science fiction","Your library","utopia,transhumanism,singularity,novel,RECOMMENDER:Jesse"
"The Woman in White (Dover Thrift Editions)","Wilkie Collins","Collins, Wilkie",2005,,,[0486440966],"Dover Publications (2005), Paperback, 528 pages",,0,,"2014-07-27 20:19:41",1,"Apparitions > Fiction > 
Apparitions > Fiction
Art teachers > Fiction > 
Art teachers > Fiction
Collins, Wilkie, 1824-1889 > Portraits > 
Comic books, strips, etc
Country homes > Fiction > 
Country homes > Fiction
Deception > Fiction > 
Deception > Fiction
England > Fiction > 
England > Fiction
England > Fiction. > 19th century
England > Social life and customs > 19th century > Fiction > 
England > Social life and customs > 19th century > Fiction
England > Social life and customs > Fiction > 
Fiction in English > 
Gothic fiction > 
Gothic fiction
Inheritance and succession > Fiction > 
Inheritance and succession > Fiction
Insane > Commitment and detention > England > History > Fiction > 
Love stories > 
Love stories
Man-woman relationships > England > Fiction > 
Man-woman relationships > England > Fiction
Musicals > Vocal scores with piano > 
Nobility > Fiction > 
Nobility > Fiction
Novels > England > 1861 > 
Presentation copies (document genres) > England > 1861 > 
Psychiatric hospital patients > Fiction > 
Psychiatric hospital patients > Fiction
Psychological fiction > 
Psychological fiction
Romantic suspense novels","Your library","victorian,epistolary,novel"
"The Complete Tales of Alexandr Sergeyevitch Pushkin","Alexandr Sergeyevitch Pushkin","Pushkin, Alexandr Sergeyevitch",1996,,,[0393004651],"W. W. Norton & Company (1996), Paperback, 512 pages",,0,,"2014-07-27 20:19:41",1,"Folklore > Russia > 
Folklore > Russia
Pushkin, Aleksandr Sergeevich, 1799-1837 > Translations into English > 
Russia > Social life and customs > Fiction > 
Russian poetry > 
Russian poetry","Your library","short stories,russia,translation"
"Men at Arms: A Novel of Discworld","Terry Pratchett","Pratchett, Terry",1996,,,[0061092185],"HarperPrism (1996), Hardcover, 341 pages",,0,,"2014-07-27 20:19:41",1,"Discworld (Imaginary place) > Fiction > 
Discworld (Imaginary place) > Fiction
Fantasy fiction > 
Fantasy fiction
Vimes, Samuel (Fictitious character) > Fiction > 
Vimes, Samuel (Fictitious character) > Fiction","Your library","satire,city watch,discworld,novel"
"Nine Tomorrows","Isaac Asimov","Asimov, Isaac",1978,,,[0449236188],"Fawcett (1978), Mass Market Paperback",,0,,"2014-07-27 20:19:42",1,"Science fiction > 
Science fiction, American > 
Science fiction, American","Your library","short stories"
"Diableries: Stereoscopic Adventures in Hell","Brian May","May, Brian",2013,,,[0957424604],"London Stereoscopic Company, The (2013), Edition: Hardcover slipcased with 3D viewer, Hardcover, 280 pages",,0,,"2014-07-27 20:19:42",1,,"Your library","history,hell,christianity,death,nonfiction,RECOMMENDER:Jason"
Jhereg,"Steven Brust","Brust, Steven",1987,,,[0441385540],"Ace (1987), Mass Market Paperback, 239 pages",,0,,"2014-07-27 20:19:42",1,"Fantastic fiction > 
Fantastic fiction
Taltos, Vlad (Fictitious character) > Fiction > 
Taltos, Vlad (Fictitious character) > Fiction","Your library","assassins,magic,novel,RECOMMENDER:Jesse"
"The Penguin Atlas of Ancient History","Colin McEvedy","McEvedy, Colin",1967,,,[0140511512],"Penguin Books (1967), Edition: 1st, Paperback, 96 pages",,0,,"2014-07-27 20:19:42",1,"Geography, Ancient > Maps > 
Geography, Ancient > Maps
History, Ancient > 
History, Ancient","Your library","reference,atlas,history"
"Forgotten Scripts: Their Ongoing Discovery and Deciperment","Cyrus Gordon","Gordon, Cyrus",1982,,,[046502484X],"Basic Books (1982), Edition: Revised & Enlarged, Hardcover, 226 pages",,0,,"2014-07-27 20:19:42",1,"Alphabet > 
Extinct languages > 
Extinct languages
Inscriptions > History > 
Inscriptions > History
Writing > History > 
Writing > History","Your library","linguistics,writing systems,nonfiction"
"The Chronicles of Amber: ""Nine Princes in Amber"", ""The Guns of Avalon"", ""Sign of the Unicorn"", ""The Hand of Oberon"", ""The Courts of Chaos"" (Fantasy Masterworks)","Roger Zelazny","Zelazny, Roger",2000,,,[1857987268],"Gollancz (2000), Paperback, 784 pages",,0,,"2014-07-27 20:19:42",1,,"Your library","parallel worlds,hero,novel,RECOMMENDER:Jason"
"Elements of General Phonetics","David Abercrombie","Abercrombie, David",1967,,,[0852240287],"Columbia Univ@press (1967), Edition: First Edition, Hardcover, 209 pages",,0,,"2014-07-27 20:19:43",1,"English language > Phonetics > 
Phonetics","Your library","linguistics,phonetics,nonfiction"
"Brewer's Dictionary of Phrase and Fable, 19th Edition","Susie Dent","Dent, Susie",2012,,,[0550102450],"Hodder Education Publishers (2012), Edition: 19, Hardcover, 1536 pages",,0,,"2014-07-27 20:19:43",1,"Allusions > 
Allusions > Dictionaries > 
Allusions > Dictionaries
Allusions
Allusions in literature > Dictionaries > 
Allusions in literature > Dictionaries
Allusions. [from old catalog]
English language > Dictionaries > 
English language > Dictionaries
English language > Dictionaries. > Terms and phrases
English language > Idioms > Dictionaries > 
English language > Idioms > Dictionaries
English language > Terms and phrases > 
English language > Terms and phrases > Dictionaries > 
English language > Terms and phrases
English language Dictionaries > 
English literature > 
Fables > Dictionaries > 
Fables > Dictionaries
Folklore > Dictionaries > 
Folklore > Dictionaries
Literature > Dictionaries > 
Literature > Dictionaries
Literature > Dictionaries, indexes, etc > 
Literature > Dictionaries, indexes, etc
Literature > Dictionaries. [from old catalog]
Mythology > Dictionaries > 
Mythology > Dictionaries
Popular culture > Dictionaries
Terms and phrases > Dictionaries","Your library","reference,mythology"
Strata,"Terry Pratchett","Pratchett, Terry",2005,,,[0552133256],"Corgi (2005), Edition: New Ed, Mass Market Paperback, 288 pages",,0,,"2014-07-27 20:19:43",1,"Fantastic fiction > 
Fantastic fiction","Your library","satire,space travel,terraforming,novel"
"Nature and Language: Semiotic Study of Cucurbits in Literature","Ralf Norrman","Norrman, Ralf",1980,,,[0710004532],"Routledge (1980), Hardcover, 250 pages",,0,,"2014-07-27 20:19:43",1,,"Your library","pumpkins,semiotics,linguistics,nonfiction"
"Life in the Big City (Astro City, Vol. 1)","Kurt Busiek","Busiek, Kurt",1999,,,[156389551X],"Wildstorm (1999), Edition: Gph, Paperback, 192 pages",,0,,"2014-07-27 20:19:43",1,"Fantasy fiction
Graphic novels
Science fiction comic books, strips, etc","Your library","superheroes,graphic novels & comics,RECOMMENDER:Jason"
"The discoverie of Witchcraft","Reginald Scot","Scot, Reginald",1972,,,[0486228800],"Dover Publications (1972), Paperback, 282 pages",,0,,"2014-07-27 20:19:44",1,"Demonology > 
Demonology > Early works to 1800 > 
Demonology > Early works to 1800
Magic > 
Magic > Early works to 1800 > 
Magic > Early works to 1800
Witchcraft > 
Witchcraft > Early works to 1800 > 
Witchcraft > Early works to 1800
Witchcraft > History","Your library","witchcraft,nonfiction,inquisition"
"Colloquial Czech: A Complete Language Course","J. Schwarz","Schwarz, J.",1976,,,[0710083467],"Routledge (1976), Edition: New edition, Paperback, 252 pages",,0,,"2014-07-27 20:19:44",1,,"Your library","czech,foreign language,nonfiction"
"An Examen of Witches (Dover Occult)","Henry Boguet","Boguet, Henry",2009,,,[0486473589],"Dover Publications (2009), Paperback, 352 pages",,0,,"2014-07-27 20:19:44",1,"Criminal law > France
Criminal procedure > France
Demonology > France > Early works to 1800
Witchcraft > France > Early works to 1800","Your library","witchcraft,occult,christianity,nonfiction,primary source"
"Mazes and Labyrinths: Their History and Development (Dover Children's Activity Books)","W. H. Matthews","Matthews, W. H.",2011,,,[048622614X],"Dover Publications (2011), Paperback, 336 pages",,0,,"2014-07-27 20:19:45",1,"Labyrinths > 
Labyrinths
Maze gardens > 
Maze gardens","Your library","occult,mazes,labyrinths,history,games,architecture,nonfiction,symbols,mythology"
"Something Under the Bed Is Drooling","Bill Watterson","Watterson, Bill",1988,,,[0836218256],"Andrews McMeel Publishing (1988), Paperback, 128 pages",,0,,"2014-07-27 20:19:45",1,"Cartoons and comics > 
Comic books, strips, etc > 
Comic books, strips, etc
Drooling > Comic books, strips, etc > 
Drooling > Comic books, strips, etc
Tigers > Fiction > 
Toys > Fiction","Your library","children's,graphic novels & comics"
"Invisible Cities","Italo Calvino","Calvino, Italo",1978,,,[0156453800],"Harcourt Brace Jovanovich (1978), Paperback, 165 pages",,0,,"2014-07-27 20:19:45",1,"Biographical fiction > 
Biographical fiction
Italian fiction > 
Kublai Khan, 1216-1294 > Fiction > 
Polo, Marco, 1254-1323 > Fiction > 
Polo, Marco, 1254-1323? > Fiction > 
Polo, Marco, 1254?-1323? > Fiction","Your library","magical realism,translation,cities,italy,novel,RECOMMENDER:Chris,architecture"
"Pale Fire","Vladimir Nabokov","Nabokov, Vladimir",1989,,,[0679723420],"Vintage (1989), Edition: Reissue, Paperback, 224 pages",,0,,"2014-07-27 20:19:45",1,"Experimental fiction > 
Experimental fiction","Your library","poetry,books,fictional nonfiction,metafiction"
"Imaginary Magnitude","Stanislaw Lem","Lem, Stanislaw",1984,,,[0151441189],"Harcourt (1984), Edition: 1st, Hardcover, 248 pages",,0,,"2014-07-27 20:19:45",1,,"Your library","books,translation,fictional nonfiction,metafiction"
"Random House Word Menu: New and Essential Companion to the Dictionary","Stephen Glazier","Glazier, Stephen",1992,,,[0679400303],"Random House Reference (1992), Edition: 1, Hardcover, 977 pages",,0,,"2014-07-27 20:19:46",1,"English language > Glossaries, vocabularies, etc > 
English language > Glossaries, vocabularies, etc
English language > Synonyms and antonyms > 
English language > Synonyms and antonyms
English language > Terms and phrases > 
English language > Terms and phrases
Vocabulary > 
Vocabulary","Your library",reference
"Principles of Linguistic Change, Vol. 1: Internal Factors (Language in Society, No. 20)","William Labov","Labov, William",1994,,,[0631179143],"Blackwell Publishers (1994), Paperback, 664 pages",,0,,"2014-07-27 20:19:46",1,"Linguistic change","Your library","linguistics,nonfiction"
"Pictorial Key to the Tarot","Arthur Edward Waite","Waite, Arthur Edward",2008,,,[0877282188],"RedWheel / Weiser (2008), Edition: 1, Paperback, 352 pages",,0,,"2014-07-27 20:19:46",1,"Tarot > 
Tarot","Your library","divination,occult,tarot,nonfiction"
"The Subtle Knife (His Dark Materials, Book 2)","Philip Pullman","Pullman, Philip",2002,,,[0375823468],"Knopf Books for Young Readers (2002), Edition: Reissue, Paperback, 368 pages",,0,,"2014-07-27 20:19:46",1,"Arctic regions > Juvenile fiction
Belacqua, Lyra (Fictitious character) > Fiction
Children's stories > 
Children's stories
Children's stories. lcsh > 
Children\'s stories > 
Fantastic fiction > 
Fantastic fiction
Fantastic fiction. gsafd > 
Fantasy > 
Fantasy > Juvenile fiction
Fantasy > Juvenile literature > 
Fantasy
Fantasy fiction > 
Fantasy fiction
Fantasy fiction, English > 
Fantasy fiction, English
Kidnapping > Juvenile fiction
Missing persons > Juvenile fiction
Parry, Will (Fictitious character) > Fiction
Young adult fiction","Your library","christianity,religion,familiars,coming of age,novel"
"The Penguin Dictionary of Symbols (Dictionary, Penguin)","Jean Chevalier","Chevalier, Jean",1997,,,[0140512543],"Penguin Books (1997), Edition: Reprint, Paperback, 1184 pages",,0,,"2014-07-27 20:19:46",1,"Folklore > Dictionaries > 
Mythology > Dictionaries > 
Signs and symbols > Dictionaries > 
Symbolism > Dictionaries > 
Symbolism in folklore > Dictionaries","Your library","reference,symbols,mythology,semiotics,iconography"
"Shade's Children","Garth Nix","Nix, Garth",2012,,,[0062075985],"HarperCollins (2012), Edition: Reprint, Paperback, 368 pages",,0,,"2014-07-27 20:19:47",1,"Children > Juvenile fiction > 
Children > Juvenile fiction
Fantasy > Juvenile fiction > 
Fantasy > Juvenile fiction
Science fiction > 
Science fiction
Young adult fiction > 
Young adult fiction","Your library","vegetarianism,aliens,dystopia,novel"
"Locke & Key, Vol. 1: Welcome to Lovecraft","Joe Hill","Hill, Joe",2009,,,[1600103847],"IDW Publishing (2009), Edition: Reprint, Paperback, 152 pages",,0,,"2014-07-27 20:19:47",1,,"Your library","horror,ghosts,murder,graphic novels & comics,RECOMMENDER:Tessa,REFERENCES:0142180033,REFERENCES:9780142437957"
"Under the Skin: A Novel","Michel Faber","Faber, Michel",2001,,,[0156011603],"Harvest Books (2001), Paperback, 319 pages",,0,,"2014-07-27 20:19:47",1,"Scotland > Fiction > 
Suspense fiction","Your library","aliens,vegetarianism,novel,RECOMMENDER:Edbury"
"Witchcraft and Welfare: Spiritual Capital and the Business of Magic in Modern Puerto Rico","Raquel Romberg","Romberg, Raquel",2003,,,[0292771266],"University of Texas Press (2003), Edition: 1, Paperback, 335 pages",,0,,"2014-07-27 20:19:47",1,"Magic > Puerto Rico > 
Magic > Puerto Rico
Witchcraft > Puerto Rico > 
Witchcraft > Puerto Rico","Your library","witchcraft,puerto rico,anthropology,nonfiction"
"All You Need Is Kill","Hiroshi Sakurazaka","Sakurazaka, Hiroshi",2009,,,[1421527618],"Haikasoru (2009), Edition: Original, Paperback, 230 pages",,0,,"2014-07-27 20:19:48",1,,"Your library","time travel,japan,war,novel"
